trajectory_id,n_pair_labels,n_normal,n_hybrid,n_uncommon,non_normal_count,non_normal_ratio,hybrid_ratio,uncommon_ratio,dominant_uncommon_node,dominant_uncommon_node_count,dominant_uncommon_node_ratio,fingerprint_entropy,count_uncommon_Acceleration_Dynamics,count_uncommon_Curvature_Geometry,count_uncommon_Spatial_Reach_and_Route,count_uncommon_Speed_Dynamics,count_uncommon_Temporal_Sequential_Context,count_uncommon_Turning_Dynamics
193,15,3,10,2,12,0.8,0.6666666666666666,0.13333333333333333,Spatial_Reach_and_Route,1,0.5,1.3752793655393791,1,0,1,0,0,0
194,15,0,11,4,15,1.0,0.7333333333333333,0.26666666666666666,Temporal_Sequential_Context,1,0.25,1.3699740752745009,1,0,1,1,1,0
195,15,1,6,8,14,0.9333333333333333,0.4,0.5333333333333333,Temporal_Sequential_Context,2,0.25,2.339572261986723,0,2,2,2,2,0
196,15,6,7,2,9,0.6,0.4666666666666667,0.13333333333333333,Curvature_Geometry,2,1.0,1.4294732983598406,0,2,0,0,0,0
197,15,10,1,4,5,0.3333333333333333,0.06666666666666667,0.26666666666666666,Speed_Dynamics,4,1.0,1.158938532350277,0,0,0,4,0,0
198,15,3,9,3,12,0.8,0.6,0.2,Spatial_Reach_and_Route,3,1.0,1.3709505944546687,0,0,3,0,0,0
199,15,3,5,7,12,0.8,0.3333333333333333,0.4666666666666667,Temporal_Sequential_Context,3,0.42857142857142855,2.2322628970242686,2,0,2,0,3,0
200,15,1,13,1,14,0.9333333333333333,0.8666666666666667,0.06666666666666667,Acceleration_Dynamics,1,1.0,0.6998428398862386,1,0,0,0,0,0
201,15,3,9,3,12,0.8,0.6,0.2,Spatial_Reach_and_Route,2,0.6666666666666666,1.5546097612655665,0,0,2,0,1,0
202,15,10,0,5,5,0.3333333333333333,0.0,0.3333333333333333,Curvature_Geometry,5,1.0,0.9182958340544896,0,5,0,0,0,0
203,15,15,0,0,0,0.0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,0
204,15,6,5,4,9,0.6,0.3333333333333333,0.26666666666666666,Curvature_Geometry,2,0.5,1.8322628970242687,2,2,0,0,0,0
205,15,6,6,3,9,0.6,0.4,0.2,Turning_Dynamics,2,0.6666666666666666,1.7055872616982601,0,0,1,0,0,2
206,15,6,7,2,9,0.6,0.4666666666666667,0.13333333333333333,Acceleration_Dynamics,2,1.0,1.4294732983598406,2,0,0,0,0,0
207,15,1,12,2,14,0.9333333333333333,0.8,0.13333333333333333,Turning_Dynamics,1,0.5,1.0389205950315936,0,0,1,0,0,1
208,15,1,12,2,14,0.9333333333333333,0.8,0.13333333333333333,Turning_Dynamics,1,0.5,1.0389205950315936,0,1,0,0,0,1
209,15,1,10,4,14,0.9333333333333333,0.6666666666666666,0.26666666666666666,Temporal_Sequential_Context,2,0.5,1.4256051990169438,0,2,0,0,2,0
210,15,1,13,1,14,0.9333333333333333,0.8666666666666667,0.06666666666666667,Curvature_Geometry,1,1.0,0.6998428398862386,0,1,0,0,0,0
211,15,1,11,3,14,0.9333333333333333,0.7333333333333333,0.2,Turning_Dynamics,1,0.3333333333333333,1.3699740752745009,0,1,0,1,0,1
212,15,0,15,0,15,1.0,1.0,0.0,,0,0.0,0.0,0,0,0,0,0,0
213,15,1,9,5,14,0.9333333333333333,0.6,0.3333333333333333,Turning_Dynamics,2,0.4,1.871602261409798,1,0,0,1,1,2
214,15,0,13,2,15,1.0,0.8666666666666667,0.13333333333333333,Turning_Dynamics,1,0.5,0.6998428398862386,0,0,0,1,0,1
215,15,1,11,3,14,0.9333333333333333,0.7333333333333333,0.2,Spatial_Reach_and_Route,2,0.6666666666666666,1.2366407419411674,0,0,2,0,1,0
216,15,1,9,5,14,0.9333333333333333,0.6,0.3333333333333333,Curvature_Geometry,2,0.4,1.871602261409798,1,2,1,0,1,0
217,15,6,6,3,9,0.6,0.4,0.2,Acceleration_Dynamics,2,0.6666666666666666,1.7055872616982601,2,0,1,0,0,0
218,15,6,3,6,9,0.6,0.2,0.4,Temporal_Sequential_Context,3,0.5,1.9219280948873623,0,0,3,0,3,0
219,15,6,5,4,9,0.6,0.3333333333333333,0.26666666666666666,Curvature_Geometry,4,1.0,1.565596230357602,0,4,0,0,0,0
220,15,3,12,0,12,0.8,0.8,0.0,,0,0.0,0.7219280948873623,0,0,0,0,0,0
221,15,0,13,2,15,1.0,0.8666666666666667,0.13333333333333333,Speed_Dynamics,1,0.5,0.6998428398862386,1,0,0,1,0,0
222,15,10,2,3,5,0.3333333333333333,0.13333333333333333,0.2,Acceleration_Dynamics,3,1.0,1.2419460322060458,3,0,0,0,0,0
223,15,15,0,0,0,0.0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,0
224,15,6,3,6,9,0.6,0.2,0.4,Curvature_Geometry,4,0.6666666666666666,1.8892464285091581,0,4,0,2,0,0
225,15,6,9,0,9,0.6,0.6,0.0,,0,0.0,0.9709505944546686,0,0,0,0,0,0
226,15,3,6,6,12,0.8,0.4,0.4,Temporal_Sequential_Context,3,0.5,1.9219280948873623,0,3,0,0,3,0
227,15,10,1,4,5,0.3333333333333333,0.06666666666666667,0.26666666666666666,Speed_Dynamics,4,1.0,1.158938532350277,0,0,0,4,0,0
228,15,6,9,0,9,0.6,0.6,0.0,,0,0.0,0.9709505944546686,0,0,0,0,0,0
229,15,3,8,4,12,0.8,0.5333333333333333,0.26666666666666666,Speed_Dynamics,3,0.75,1.6729055953200562,0,1,0,3,0,0
230,15,0,13,2,15,1.0,0.8666666666666667,0.13333333333333333,Temporal_Sequential_Context,1,0.5,0.6998428398862386,1,0,0,0,1,0
231,15,0,10,5,15,1.0,0.6666666666666666,0.3333333333333333,Turning_Dynamics,1,0.2,1.6922718656836107,1,0,1,1,1,1
232,15,1,10,4,14,0.9333333333333333,0.6666666666666666,0.26666666666666666,Curvature_Geometry,2,0.5,1.5589385323502774,0,2,1,0,1,0
233,15,6,5,4,9,0.6,0.3333333333333333,0.26666666666666666,Spatial_Reach_and_Route,2,0.5,1.8322628970242685,2,0,2,0,0,0
234,15,6,8,1,9,0.6,0.5333333333333333,0.06666666666666667,Curvature_Geometry,1,1.0,1.272905595320056,0,1,0,0,0,0
235,15,6,6,3,9,0.6,0.4,0.2,Curvature_Geometry,3,1.0,1.5219280948873621,0,3,0,0,0,0
236,15,0,15,0,15,1.0,1.0,0.0,,0,0.0,0.0,0,0,0,0,0,0
237,15,3,9,3,12,0.8,0.6,0.2,Turning_Dynamics,1,0.3333333333333333,1.6879430945989,0,0,1,0,1,1
238,15,3,12,0,12,0.8,0.8,0.0,,0,0.0,0.7219280948873623,0,0,0,0,0,0
239,15,10,4,1,5,0.3333333333333333,0.26666666666666666,0.06666666666666667,Speed_Dynamics,1,1.0,1.158938532350277,0,0,0,1,0,0
240,15,3,5,7,12,0.8,0.3333333333333333,0.4666666666666667,Speed_Dynamics,3,0.42857142857142855,2.181937063546704,0,3,0,3,0,1
241,15,10,4,1,5,0.3333333333333333,0.26666666666666666,0.06666666666666667,Turning_Dynamics,1,1.0,1.158938532350277,0,0,0,0,0,1
242,15,1,10,4,14,0.9333333333333333,0.6666666666666666,0.26666666666666666,Turning_Dynamics,1,0.25,1.6922718656836107,1,1,0,1,0,1
243,15,10,3,2,5,0.3333333333333333,0.2,0.13333333333333333,Speed_Dynamics,2,1.0,1.2419460322060458,0,0,0,2,0,0
244,15,3,4,8,12,0.8,0.26666666666666666,0.5333333333333333,Turning_Dynamics,3,0.375,2.2892464285091583,2,3,0,0,0,3
245,15,1,8,6,14,0.9333333333333333,0.5333333333333333,0.4,Turning_Dynamics,2,0.3333333333333333,2.040223928941852,1,2,0,0,1,2
246,15,6,5,4,9,0.6,0.3333333333333333,0.26666666666666666,Temporal_Sequential_Context,3,0.75,1.781937063546704,1,0,0,0,3,0
247,15,1,9,5,14,0.9333333333333333,0.6,0.3333333333333333,Turning_Dynamics,2,0.4,1.871602261409798,0,1,0,1,1,2
248,15,3,12,0,12,0.8,0.8,0.0,,0,0.0,0.7219280948873623,0,0,0,0,0,0
249,15,1,10,4,14,0.9333333333333333,0.6666666666666666,0.26666666666666666,Turning_Dynamics,2,0.5,1.4256051990169438,2,0,0,0,0,2
250,15,1,12,2,14,0.9333333333333333,0.8,0.13333333333333333,Temporal_Sequential_Context,1,0.5,1.0389205950315936,0,0,0,1,1,0
251,15,0,11,4,15,1.0,0.7333333333333333,0.26666666666666666,Temporal_Sequential_Context,1,0.25,1.3699740752745007,0,1,1,1,1,0
252,15,3,7,5,12,0.8,0.4666666666666667,0.3333333333333333,Turning_Dynamics,2,0.4,2.0131324651707385,0,0,1,2,0,2
253,15,3,6,6,12,0.8,0.4,0.4,Temporal_Sequential_Context,3,0.5,2.1055872616982603,0,0,1,2,3,0
254,15,3,10,2,12,0.8,0.6666666666666666,0.13333333333333333,Temporal_Sequential_Context,1,0.5,1.3752793655393791,0,1,0,0,1,0
255,15,0,13,2,15,1.0,0.8666666666666667,0.13333333333333333,Turning_Dynamics,1,0.5,0.6998428398862386,0,1,0,0,0,1
256,15,15,0,0,0,0.0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,0
257,15,0,10,5,15,1.0,0.6666666666666666,0.3333333333333333,Turning_Dynamics,1,0.2,1.6922718656836107,1,1,1,0,1,1
258,15,10,5,0,5,0.3333333333333333,0.3333333333333333,0.0,,0,0.0,0.9182958340544896,0,0,0,0,0,0
259,15,3,12,0,12,0.8,0.8,0.0,,0,0.0,0.7219280948873623,0,0,0,0,0,0
260,15,6,3,6,9,0.6,0.2,0.4,Turning_Dynamics,3,0.5,1.9219280948873623,0,3,0,0,0,3
261,15,3,6,6,12,0.8,0.4,0.4,Acceleration_Dynamics,3,0.5,2.1055872616982603,3,1,0,0,2,0
262,15,1,11,3,14,0.9333333333333333,0.7333333333333333,0.2,Turning_Dynamics,1,0.3333333333333333,1.3699740752745009,1,0,0,0,1,1
263,15,3,8,4,12,0.8,0.5333333333333333,0.26666666666666666,Speed_Dynamics,2,0.5,1.856564762130954,0,1,0,2,0,1
264,15,6,3,6,9,0.6,0.2,0.4,Turning_Dynamics,3,0.5,1.9219280948873623,0,0,3,0,0,3
265,15,1,11,3,14,0.9333333333333333,0.7333333333333333,0.2,Spatial_Reach_and_Route,2,0.6666666666666666,1.2366407419411674,0,1,2,0,0,0
266,15,3,9,3,12,0.8,0.6,0.2,Speed_Dynamics,3,1.0,1.3709505944546687,0,0,0,3,0,0
267,15,6,7,2,9,0.6,0.4666666666666667,0.13333333333333333,Temporal_Sequential_Context,1,0.5,1.5628066316931741,0,0,0,1,1,0
268,15,10,0,5,5,0.3333333333333333,0.0,0.3333333333333333,Curvature_Geometry,5,1.0,0.9182958340544896,0,5,0,0,0,0
269,15,3,5,7,12,0.8,0.3333333333333333,0.4666666666666667,Curvature_Geometry,3,0.42857142857142855,2.2322628970242686,0,3,2,0,0,2
270,15,3,7,5,12,0.8,0.4666666666666667,0.3333333333333333,Turning_Dynamics,2,0.4,2.0131324651707385,1,2,0,0,0,2
271,15,6,8,1,9,0.6,0.5333333333333333,0.06666666666666667,Speed_Dynamics,1,1.0,1.272905595320056,0,0,0,1,0,0
272,15,3,7,5,12,0.8,0.4666666666666667,0.3333333333333333,Temporal_Sequential_Context,3,0.6,1.962806631693174,1,1,0,0,3,0
273,15,6,6,3,9,0.6,0.4,0.2,Turning_Dynamics,2,0.6666666666666666,1.7055872616982601,0,0,1,0,0,2
274,15,0,15,0,15,1.0,1.0,0.0,,0,0.0,0.0,0,0,0,0,0,0
275,15,3,7,5,12,0.8,0.4666666666666667,0.3333333333333333,Turning_Dynamics,2,0.4,2.0131324651707385,0,0,0,1,2,2
276,15,3,6,6,12,0.8,0.4,0.4,Temporal_Sequential_Context,2,0.3333333333333333,2.155913095175825,2,0,0,2,2,0
277,15,3,6,6,12,0.8,0.4,0.4,Speed_Dynamics,2,0.3333333333333333,2.155913095175825,0,2,2,2,0,0
278,15,6,8,1,9,0.6,0.5333333333333333,0.06666666666666667,Curvature_Geometry,1,1.0,1.272905595320056,0,1,0,0,0,0
279,15,6,5,4,9,0.6,0.3333333333333333,0.26666666666666666,Temporal_Sequential_Context,2,0.5,1.8322628970242685,0,2,0,0,2,0
280,15,10,5,0,5,0.3333333333333333,0.3333333333333333,0.0,,0,0.0,0.9182958340544896,0,0,0,0,0,0
281,15,6,4,5,9,0.6,0.26666666666666666,0.3333333333333333,Acceleration_Dynamics,3,0.6,1.8892464285091581,3,0,0,0,2,0
282,15,1,13,1,14,0.9333333333333333,0.8666666666666667,0.06666666666666667,Turning_Dynamics,1,1.0,0.6998428398862386,0,0,0,0,0,1
283,15,10,2,3,5,0.3333333333333333,0.13333333333333333,0.2,Curvature_Geometry,3,1.0,1.2419460322060458,0,3,0,0,0,0
284,15,3,3,9,12,0.8,0.2,0.6,Temporal_Sequential_Context,3,0.3333333333333333,2.321928094887362,3,0,3,0,3,0
285,15,3,6,6,12,0.8,0.4,0.4,Spatial_Reach_and_Route,3,0.5,1.9219280948873623,3,0,3,0,0,0
286,15,0,15,0,15,1.0,1.0,0.0,,0,0.0,0.0,0,0,0,0,0,0
287,15,10,0,5,5,0.3333333333333333,0.0,0.3333333333333333,Temporal_Sequential_Context,5,1.0,0.9182958340544896,0,0,0,0,5,0
288,15,6,4,5,9,0.6,0.26666666666666666,0.3333333333333333,Curvature_Geometry,4,0.8,1.8062389286533895,0,4,0,0,1,0
289,15,6,5,4,9,0.6,0.3333333333333333,0.26666666666666666,Turning_Dynamics,4,1.0,1.5655962303576019,0,0,0,0,0,4
290,15,10,1,4,5,0.3333333333333333,0.06666666666666667,0.26666666666666666,Acceleration_Dynamics,4,1.0,1.1589385323502772,4,0,0,0,0,0
291,15,1,6,8,14,0.9333333333333333,0.4,0.5333333333333333,Turning_Dynamics,2,0.25,2.339572261986723,2,2,0,2,0,2
292,15,6,7,2,9,0.6,0.4666666666666667,0.13333333333333333,Spatial_Reach_and_Route,2,1.0,1.4294732983598406,0,0,2,0,0,0
293,15,1,14,0,14,0.9333333333333333,0.9333333333333333,0.0,,0,0.0,0.35335933502142136,0,0,0,0,0,0
294,15,10,5,0,5,0.3333333333333333,0.3333333333333333,0.0,,0,0.0,0.9182958340544896,0,0,0,0,0,0
295,15,1,9,5,14,0.9333333333333333,0.6,0.3333333333333333,Spatial_Reach_and_Route,2,0.4,1.7382689280764647,0,2,2,1,0,0
296,15,1,11,3,14,0.9333333333333333,0.7333333333333333,0.2,Curvature_Geometry,2,0.6666666666666666,1.2366407419411674,1,2,0,0,0,0
297,15,3,10,2,12,0.8,0.6666666666666666,0.13333333333333333,Acceleration_Dynamics,2,1.0,1.2419460322060458,2,0,0,0,0,0
298,15,3,10,2,12,0.8,0.6666666666666666,0.13333333333333333,Speed_Dynamics,1,0.5,1.3752793655393791,0,1,0,1,0,0
299,15,10,5,0,5,0.3333333333333333,0.3333333333333333,0.0,,0,0.0,0.9182958340544896,0,0,0,0,0,0
300,15,0,15,0,15,1.0,1.0,0.0,,0,0.0,0.0,0,0,0,0,0,0
301,15,0,15,0,15,1.0,1.0,0.0,,0,0.0,0.0,0,0,0,0,0,0
302,15,1,10,4,14,0.9333333333333333,0.6666666666666666,0.26666666666666666,Turning_Dynamics,1,0.25,1.6922718656836107,1,0,1,0,1,1
303,15,3,9,3,12,0.8,0.6,0.2,Temporal_Sequential_Context,3,1.0,1.3709505944546687,0,0,0,0,3,0
304,15,0,13,2,15,1.0,0.8666666666666667,0.13333333333333333,Turning_Dynamics,1,0.5,0.6998428398862386,0,0,0,0,1,1
305,15,10,4,1,5,0.3333333333333333,0.26666666666666666,0.06666666666666667,Acceleration_Dynamics,1,1.0,1.1589385323502772,1,0,0,0,0,0
306,15,1,6,8,14,0.9333333333333333,0.4,0.5333333333333333,Turning_Dynamics,2,0.25,2.339572261986723,2,0,0,2,2,2
307,15,6,7,2,9,0.6,0.4666666666666667,0.13333333333333333,Spatial_Reach_and_Route,1,0.5,1.5628066316931741,0,1,1,0,0,0
308,15,3,7,5,12,0.8,0.4666666666666667,0.3333333333333333,Turning_Dynamics,3,0.6,1.9628066316931743,0,1,0,0,1,3
309,15,0,14,1,15,1.0,0.9333333333333333,0.06666666666666667,Spatial_Reach_and_Route,1,1.0,0.35335933502142136,0,0,1,0,0,0
310,15,1,11,3,14,0.9333333333333333,0.7333333333333333,0.2,Spatial_Reach_and_Route,1,0.3333333333333333,1.3699740752745009,1,1,1,0,0,0
311,15,6,6,3,9,0.6,0.4,0.2,Spatial_Reach_and_Route,2,0.6666666666666666,1.7055872616982601,1,0,2,0,0,0
312,15,10,1,4,5,0.3333333333333333,0.06666666666666667,0.26666666666666666,Speed_Dynamics,4,1.0,1.158938532350277,0,0,0,4,0,0
313,15,1,9,5,14,0.9333333333333333,0.6,0.3333333333333333,Temporal_Sequential_Context,2,0.4,1.871602261409798,1,1,0,0,2,1
314,15,3,8,4,12,0.8,0.5333333333333333,0.26666666666666666,Spatial_Reach_and_Route,2,0.5,1.856564762130954,0,0,2,1,1,0
315,15,1,9,5,14,0.9333333333333333,0.6,0.3333333333333333,Turning_Dynamics,2,0.4,1.871602261409798,0,1,0,1,1,2
316,15,6,5,4,9,0.6,0.3333333333333333,0.26666666666666666,Curvature_Geometry,3,0.75,1.781937063546704,0,3,0,1,0,0
317,15,1,9,5,14,0.9333333333333333,0.6,0.3333333333333333,Curvature_Geometry,2,0.4,1.871602261409798,1,2,0,1,1,0
318,15,1,14,0,14,0.9333333333333333,0.9333333333333333,0.0,,0,0.0,0.35335933502142136,0,0,0,0,0,0
319,15,0,12,3,15,1.0,0.8,0.2,Turning_Dynamics,1,0.3333333333333333,1.0389205950315936,1,0,0,1,0,1
320,15,10,2,3,5,0.3333333333333333,0.13333333333333333,0.2,Speed_Dynamics,3,1.0,1.2419460322060458,0,0,0,3,0,0
321,15,3,9,3,12,0.8,0.6,0.2,Curvature_Geometry,3,1.0,1.3709505944546687,0,3,0,0,0,0
322,15,15,0,0,0,0.0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,0
323,15,1,10,4,14,0.9333333333333333,0.6666666666666666,0.26666666666666666,Curvature_Geometry,2,0.5,1.5589385323502771,1,2,0,1,0,0
324,15,1,11,3,14,0.9333333333333333,0.7333333333333333,0.2,Turning_Dynamics,2,0.6666666666666666,1.2366407419411674,0,1,0,0,0,2
325,15,0,11,4,15,1.0,0.7333333333333333,0.26666666666666666,Turning_Dynamics,1,0.25,1.3699740752745009,1,0,1,1,0,1
326,15,3,7,5,12,0.8,0.4666666666666667,0.3333333333333333,Speed_Dynamics,3,0.6,1.8294732983598407,0,0,0,3,2,0
327,15,1,11,3,14,0.9333333333333333,0.7333333333333333,0.2,Speed_Dynamics,2,0.6666666666666666,1.2366407419411674,1,0,0,2,0,0
328,15,1,7,7,14,0.9333333333333333,0.4666666666666667,0.4666666666666667,Turning_Dynamics,2,0.2857142857142857,2.1967916319816365,0,2,2,1,0,2
329,15,10,3,2,5,0.3333333333333333,0.2,0.13333333333333333,Spatial_Reach_and_Route,2,1.0,1.2419460322060458,0,0,2,0,0,0
330,15,6,5,4,9,0.6,0.3333333333333333,0.26666666666666666,Spatial_Reach_and_Route,3,0.75,1.781937063546704,0,0,3,0,0,1
331,15,1,12,2,14,0.9333333333333333,0.8,0.13333333333333333,Temporal_Sequential_Context,1,0.5,1.0389205950315936,0,0,0,1,1,0
332,15,0,13,2,15,1.0,0.8666666666666667,0.13333333333333333,Turning_Dynamics,1,0.5,0.6998428398862386,0,0,0,1,0,1
333,15,3,9,3,12,0.8,0.6,0.2,Spatial_Reach_and_Route,2,0.6666666666666666,1.5546097612655665,0,1,2,0,0,0
334,15,3,6,6,12,0.8,0.4,0.4,Speed_Dynamics,2,0.3333333333333333,2.1559130951758245,2,0,2,2,0,0
335,15,6,6,3,9,0.6,0.4,0.2,Speed_Dynamics,2,0.6666666666666666,1.7055872616982601,0,1,0,2,0,0
336,15,10,0,5,5,0.3333333333333333,0.0,0.3333333333333333,Temporal_Sequential_Context,5,1.0,0.9182958340544896,0,0,0,0,5,0
337,15,6,4,5,9,0.6,0.26666666666666666,0.3333333333333333,Acceleration_Dynamics,3,0.6,1.8892464285091581,3,0,0,0,2,0
338,15,15,0,0,0,0.0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,0
339,15,1,10,4,14,0.9333333333333333,0.6666666666666666,0.26666666666666666,Acceleration_Dynamics,2,0.5,1.5589385323502774,2,1,0,1,0,0
340,15,6,3,6,9,0.6,0.2,0.4,Speed_Dynamics,3,0.5,1.9219280948873623,0,3,0,3,0,0
341,15,6,3,6,9,0.6,0.2,0.4,Curvature_Geometry,3,0.5,1.9219280948873623,3,3,0,0,0,0
342,15,1,7,7,14,0.9333333333333333,0.4666666666666667,0.4666666666666667,Spatial_Reach_and_Route,2,0.2857142857142857,2.1967916319816365,2,2,2,0,1,0
343,15,1,6,8,14,0.9333333333333333,0.4,0.5333333333333333,Turning_Dynamics,2,0.25,2.339572261986723,2,2,0,2,0,2
344,15,3,9,3,12,0.8,0.6,0.2,Speed_Dynamics,2,0.6666666666666666,1.5546097612655665,0,0,1,2,0,0
345,15,1,6,8,14,0.9333333333333333,0.4,0.5333333333333333,Turning_Dynamics,2,0.25,2.339572261986723,0,2,2,2,0,2
346,15,6,7,2,9,0.6,0.4666666666666667,0.13333333333333333,Turning_Dynamics,1,0.5,1.562806631693174,0,1,0,0,0,1
347,15,3,4,8,12,0.8,0.26666666666666666,0.5333333333333333,Curvature_Geometry,3,0.375,2.2892464285091583,3,3,0,2,0,0
348,15,6,5,4,9,0.6,0.3333333333333333,0.26666666666666666,Spatial_Reach_and_Route,2,0.5,1.8322628970242687,0,2,2,0,0,0
349,15,15,0,0,0,0.0,0.0,0.0,,0,0.0,0.0,0,0,0,0,0,0
350,15,0,15,0,15,1.0,1.0,0.0,,0,0.0,0.0,0,0,0,0,0,0
351,15,3,12,0,12,0.8,0.8,0.0,,0,0.0,0.7219280948873623,0,0,0,0,0,0
352,15,10,1,4,5,0.3333333333333333,0.06666666666666667,0.26666666666666666,Speed_Dynamics,4,1.0,1.158938532350277,0,0,0,4,0,0
353,15,3,12,0,12,0.8,0.8,0.0,,0,0.0,0.7219280948873623,0,0,0,0,0,0
354,15,6,5,4,9,0.6,0.3333333333333333,0.26666666666666666,Speed_Dynamics,3,0.75,1.781937063546704,0,0,1,3,0,0
355,15,1,8,6,14,0.9333333333333333,0.5333333333333333,0.4,Temporal_Sequential_Context,2,0.3333333333333333,2.040223928941852,0,2,0,1,2,1
356,15,0,12,3,15,1.0,0.8,0.2,Temporal_Sequential_Context,1,0.3333333333333333,1.0389205950315936,1,0,1,0,1,0
357,15,10,1,4,5,0.3333333333333333,0.06666666666666667,0.26666666666666666,Spatial_Reach_and_Route,4,1.0,1.158938532350277,0,0,4,0,0,0
358,15,10,4,1,5,0.3333333333333333,0.26666666666666666,0.06666666666666667,Speed_Dynamics,1,1.0,1.158938532350277,0,0,0,1,0,0
359,15,1,13,1,14,0.9333333333333333,0.8666666666666667,0.06666666666666667,Turning_Dynamics,1,1.0,0.6998428398862386,0,0,0,0,0,1
360,15,6,5,4,9,0.6,0.3333333333333333,0.26666666666666666,Acceleration_Dynamics,3,0.75,1.781937063546704,3,1,0,0,0,0
361,15,6,6,3,9,0.6,0.4,0.2,Acceleration_Dynamics,2,0.6666666666666666,1.7055872616982601,2,0,0,0,1,0
362,15,1,9,5,14,0.9333333333333333,0.6,0.3333333333333333,Curvature_Geometry,2,0.4,1.871602261409798,1,2,1,1,0,0
363,15,6,8,1,9,0.6,0.5333333333333333,0.06666666666666667,Acceleration_Dynamics,1,1.0,1.272905595320056,1,0,0,0,0,0
364,15,6,6,3,9,0.6,0.4,0.2,Acceleration_Dynamics,2,0.6666666666666666,1.7055872616982601,2,0,0,0,1,0
365,15,6,6,3,9,0.6,0.4,0.2,Speed_Dynamics,2,0.6666666666666666,1.7055872616982601,0,0,0,2,0,1
366,15,1,10,4,14,0.9333333333333333,0.6666666666666666,0.26666666666666666,Temporal_Sequential_Context,2,0.5,1.4256051990169438,2,0,0,0,2,0
367,15,0,13,2,15,1.0,0.8666666666666667,0.13333333333333333,Temporal_Sequential_Context,1,0.5,0.6998428398862386,0,1,0,0,1,0
368,15,6,4,5,9,0.6,0.26666666666666666,0.3333333333333333,Acceleration_Dynamics,4,0.8,1.8062389286533895,4,0,0,0,1,0
369,15,3,8,4,12,0.8,0.5333333333333333,0.26666666666666666,Speed_Dynamics,2,0.5,1.7232314287976207,2,0,0,2,0,0
370,15,0,14,1,15,1.0,0.9333333333333333,0.06666666666666667,Turning_Dynamics,1,1.0,0.35335933502142136,0,0,0,0,0,1
371,15,0,11,4,15,1.0,0.7333333333333333,0.26666666666666666,Speed_Dynamics,1,0.25,1.3699740752745009,1,1,1,1,0,0
372,15,6,6,3,9,0.6,0.4,0.2,Speed_Dynamics,3,1.0,1.5219280948873621,0,0,0,3,0,0
373,15,0,13,2,15,1.0,0.8666666666666667,0.13333333333333333,Temporal_Sequential_Context,1,0.5,0.6998428398862386,0,1,0,0,1,0
374,15,3,11,1,12,0.8,0.7333333333333333,0.06666666666666667,Curvature_Geometry,1,1.0,1.0529815751302694,0,1,0,0,0,0
375,15,6,5,4,9,0.6,0.3333333333333333,0.26666666666666666,Temporal_Sequential_Context,4,1.0,1.5655962303576019,0,0,0,0,4,0
376,15,6,6,3,9,0.6,0.4,0.2,Temporal_Sequential_Context,2,0.6666666666666666,1.7055872616982601,1,0,0,0,2,0
377,15,6,1,8,9,0.6,0.06666666666666667,0.5333333333333333,Temporal_Sequential_Context,4,0.5,1.8062389286533893,4,0,0,0,4,0
378,15,10,5,0,5,0.3333333333333333,0.3333333333333333,0.0,,0,0.0,0.9182958340544896,0,0,0,0,0,0
379,15,1,9,5,14,0.9333333333333333,0.6,0.3333333333333333,Spatial_Reach_and_Route,2,0.4,1.871602261409798,1,1,2,0,0,1
380,15,1,11,3,14,0.9333333333333333,0.7333333333333333,0.2,Curvature_Geometry,2,0.6666666666666666,1.2366407419411674,0,2,0,0,1,0
381,15,0,10,5,15,1.0,0.6666666666666666,0.3333333333333333,Turning_Dynamics,1,0.2,1.6922718656836107,1,0,1,1,1,1
382,15,6,6,3,9,0.6,0.4,0.2,Speed_Dynamics,3,1.0,1.5219280948873621,0,0,0,3,0,0
383,15,1,9,5,14,0.9333333333333333,0.6,0.3333333333333333,Acceleration_Dynamics,2,0.4,1.8716022614097982,2,0,1,0,1,1
384,15,6,6,3,9,0.6,0.4,0.2,Turning_Dynamics,2,0.6666666666666666,1.7055872616982601,1,0,0,0,0,2
385,15,6,4,5,9,0.6,0.26666666666666666,0.3333333333333333,Spatial_Reach_and_Route,3,0.6,1.889246428509158,2,0,3,0,0,0
386,15,3,7,5,12,0.8,0.4666666666666667,0.3333333333333333,Curvature_Geometry,3,0.6,1.8294732983598405,0,3,0,2,0,0
387,15,3,7,5,12,0.8,0.4666666666666667,0.3333333333333333,Spatial_Reach_and_Route,3,0.6,1.8294732983598407,0,2,3,0,0,0
388,15,10,2,3,5,0.3333333333333333,0.13333333333333333,0.2,Temporal_Sequential_Context,3,1.0,1.2419460322060458,0,0,0,0,3,0
389,15,10,0,5,5,0.3333333333333333,0.0,0.3333333333333333,Speed_Dynamics,5,1.0,0.9182958340544896,0,0,0,5,0,0
390,15,3,8,4,12,0.8,0.5333333333333333,0.26666666666666666,Speed_Dynamics,2,0.5,1.856564762130954,0,0,1,2,1,0
391,15,3,12,0,12,0.8,0.8,0.0,,0,0.0,0.7219280948873623,0,0,0,0,0,0
392,15,6,9,0,9,0.6,0.6,0.0,,0,0.0,0.9709505944546686,0,0,0,0,0,0
